"RegNo","Category1","Category2","Genre1","Genre2","Genre3","Latitude","Longitude","Name","ZipCode","Adress1","Adress2","Adress3","Adress4","BusinessTime","RegularHoliday","Tel","Email","BarrierFree","BarrierFreeOther","OfficialSite","URL","URL2","Remarks","WiFiAvailability","SSID","WiFiUseLocation","EncryptionFlag","AuthenticationFlag","FilteringFlag","ChargingOutletFlag","CarrierWiFi","PR","Access","ParkingFlag","ParkingInformation","Credit","CreditList","Photo1","Photo2","Photo3","ForeignLanguages","ForeignLanguagesOther","Gourmet","TotalSseats","PrivateRoom","Budget","Cigarette","ChildSupport","ChildSupportOther","TatamiRoom","ForeignLanguageMenu","Vegetarian","KindHotSpring","Facilities","FacilitiesOther","BathingFee","TimeToEnjoy","ExperienceFee","AccommodationFee","TypeRoom","HotSpringsFlag","HotSpringsUtilizationTime","PickUp","TVViewing","CurrencyExchange","OverseasATM","DutyFree","Delivery","Pictogram1","Pictogram2","Pictogram3","Pictogram4","Pictogram5","Pictogram6","Pictogram7","Pictogram8","Pictogram9","Pictogram10","Coupon","CouponDescription","IntroductionVideo","ElectronicData1","ElectronicData2","ElectronicData1Description","ElectronicData2Description","Notice","Halal","SearchTag","Remarks1","Remarks2","Remarks3","DispFlg","TimeStamp"
"100231","グルメ","","軽食","","","33.446838","129.969664","caffe Luna","847-0045","佐賀県","唐津市","京町","1768-4","11:30～14:30<br />18:00～24:00","毎週水曜日、日曜日（不定休）","080-2697-0497","info@monoduki.com","段差なし","","http://www.monoduki.com/caffeluna/","https://www.facebook.com/pages/%E3%83%AB%E3%83%BC%E3%83%8A-Luna/203890879633745?fref=ts","","","1","26970497","1","1","1","2","1","","落ち着いたアンティークな雰囲気でジャズの流れる店内。<br />人気メニューはじっくり煮込んだ濃厚なカレー。一度食べると病みつきになります。そのカレーを唐津焼に入れて卵黄とチーズを乗せてオーブンで焼いた「唐津焼カレー」は一番人気。<br />もうひとつのこだわりは、スペシャルティコーヒー豆をオリジナルでブレンドした珈琲。<br />その他、デザートもフード、お酒も充実しております。","ＪＲ唐津駅から徒歩３分","2","店舗前、近隣にコインパーキングあり。","1","VISA／Master／AMEX／JCB","100231_1.jpg","100231_2.jpg","","","","","１階18席、２階25席","あり（２階に３部屋）","昼650円～<br />夜1,500円～（20:00からチャージ料金300円）","喫煙可","その他（自由記述）","離乳食持ち込み可、２階に座敷","2","英語","1","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_facility.png","smoking_area.png","nursery.png","parking.png","restaurant.png","coffee_shop.png","bar.png","","","","","","","","","","","","","","","","1","2017/03/30 20:46:19"
"100232","買い物","","","","","33.221026","130.366262","いわい家具","840-2104","佐賀県","佐賀市","諸富町大字徳富","71-1","9:00～18:00","水曜日（祭日の場合は開店）","0952-47-2696","info@iwaikagu.jp","","","http://iwaikagu.jp","https://www.facebook.com/iwaikagu","","","1","IWAIKAGU-Wifi-Free","2","2","2","2","2","docomo／softbank／au","婚礼家具専門店として『いわい家具』は誕生しました。<br />「いわい」の由来は「お祝い」からです。現在は、「人が造りだせない自然の恵み」無垢の木を材料とする、創作家具、オーダー家具を得意とする家具屋に変わりました。長く使うほど、傷がつくほど味が出る。木が造りだす表情、自然そのものに触れて欲しいと思っています。<br />創業当時の心構えとして、「幸せになる家具を皆様に届けたい」という思いで、今も製作致しております。","ＪＲ長崎本線佐賀駅から西鉄バスで約25分（大中島バス停下車）","1","無料（10台）","1","VISA／Master／AMEX／JCB／Diners","100232_1.jpg","100232_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可","bus_busstop.png","parking.png","shop.png","baggage_delivery_service.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 20:48:17"
"100236","観光","買い物","","","","33.085241","130.01442","谷鳳窯ギャラリー","843-0303","佐賀県","嬉野市","嬉野町大字吉田丁","3855","9:00～17:00","不定休","0954-43-9850","taniho@po.ktknet.ne.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://cargocollective.com/tanihougama-yukuke_miyazaki","https://www.facebook.com/tanihougama?ref=bookmarks","https://twitter.com/tanihougama","","1","taniho-free-wife","2","1","2","2","1","","肥前吉田色絵の発祥の地で、磁器や半陶半磁器の温かみのある生地に、シルクロードモチーフ作品を代表作として、染付、染錦、色絵、釉裏紅での絵付、それに近年は銀彩の技法を加えた新たな作品を展開しています。","長崎自動車道嬉野インターチェンジから車で10分、ＪＲ長崎本線肥前鹿島駅から車で20分","1","無料（10台）","1","VISA／Master／AMEX","100236_1.jpg","100236_2.jpg","100236_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 20:50:09"
"100237","グルメ","","居酒屋","","","33.272612","129.873245","串焼き福吉","848-0042","佐賀県","伊万里市","蓮池町","82","17:00～23:00","月曜日","0955-22-6474","kou-f@ezweb.ne.jp","","","","http://s.ameblo.jp/fukuyoshi2944/","","","1","","1","1","2","2","1","docomo／softbank／au","伊万里の街に店を構えて30年。片言の英語しか喋れませんが目の前に並んだ商品を焼いてお出しできます。<br />英語・韓国語・中国語のパンフレットも用意しておりますのでお気軽に御来店ください。","ＪＲ・ＭＲ伊万里駅から徒歩４分","1","無料（20台）","1","VISA／Master／AMEX","","","","外国語パンフレット","片言なら英語話せるスタッフ２名","伊万里牛サイコロステーキ陶板焼き","90席","あり（７部屋）","3,000～4,000円","喫煙可","その他（自由記述）","持ち込み可能","1","英語／中国語／韓国語","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","railway_railway_station.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 20:51:45"
"100240","宿泊","温泉","","","","33.093637","129.984654","萬象閣敷島","843-0304","佐賀県","嬉野市","嬉野町大字岩屋川内甲","114-1","チェックイン15:00、チェックアウト11:00","不定休","0954-43-3135","info@bansyoukaku-sikisima.co.jp","","","http://www.bansyoukaku-sikisima.co.jp","","","","1","","1","2","2","2","1","docomo／softbank／au","様々なタイプの客室と個性派揃いの貸切露天風呂が織りなすプライベートな贅沢空間。檜と優しく上品な福光石をふんだんに使った【優しい光の湯処】とスタイリッシュな【露天風呂】も人気。東館は全16室露天風呂付客室【Withoak】【Sora】。<br />お料理は、とろける旨さブランド佐賀牛が付いた【佐賀牛付料理長おすすめ会席】が好評。","ＪＲ佐世保線武雄温泉駅→ＪＲバス（30分）→嬉野温泉<br />＜お車でお越しの場合＞<br />太宰府インターチェンジ→（40分）長崎自動車道嬉野インターチェンジ→（10分）嬉野温泉<br />長崎多良見インターチェンジ→（25分）嬉野インターチェンジ→（10分）嬉野温泉<br />熊本インターチェンジ→（1時間30分）長崎自動車道嬉野インターチェンジ→（10分）嬉野温泉","1","無料（50台）","1","VISA／Master／AMEX／JCB／Diners","100240_1.jpg","100240_2.jpg","100240_3.jpg","","","","","","","","","","1","","2","大浴場／露天風呂／貸切風呂","","","","","","１泊２食付18,000円～","和室","あり／立ち寄り湯あり","10:00～20:00","2","2","2","2","2","国内配送可","information.png","toilets.png","hotel.png","parking.png","restaurant.png","hotspring.png","consent.png","tatami.png","","","","","","","","","","","","","","","","1","2017/03/30 20:55:28"
"100241","宿泊","温泉","","","","33.321346","130.270894","佐賀大和温泉ホテル アマンディ","840-0202","佐賀県","佐賀市","大和町大字久池井","3667","10:00～23:30　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　チェックイン15:00<br />チェックアウト10:00","不定休（年に３日程度、機械等のメンテナンスのため休みます。）","0952-62-1126","saga-yamato@amandi.jp","","","http://www.amandi.jp/saga/","","","","1","amandi","2","1","2","2","2","softbank","佐賀大和温泉ホテル アマンディでは炭酸泉を源泉100パーセントかけ流しで御利用頂けます。<br />ホテルは和室、洋室で40室ご用意しており、宴会場、レストラン、エステ、ボディケア、アミューズメントの施設も充実しております。<br />夏はプールの営業もあり、是非一度ご来店下さい。","ＪＲ長崎本線佐賀駅より車で15分<br />長崎自動車道佐賀大和インターチェンジから車で１分","1","無料（200台）","1","VISA／Master／AMEX／JCB","","","","","","佐賀牛ステーキ","100席","宴会場あり（５名以上要予約）","","分煙","お子様メニュー","","1","","1","大浴場／露天風呂","マッサージ／エステサロン／サウナ","","大人850円　子供400円","","","２名様以上１室ご利用の場合１名4,800円から","ツイン／和室","あり／立ち寄り湯あり","10:00～23:30","1","2","1","2","2","","information.png","toilets.png","smoking_area.png","hotel.png","parking.png","restaurant.png","shop.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","1","2017/03/30 20:58:20"
"100243","宿泊","","","","","33.450988","129.968867","旅館長崎荘","847-0014","佐賀県","唐津市","西城内","6-36","チェックイン16:00、チェックアウト10:00","不定休","0955-72-2254","karatsu@nagasakisou.com","","","http://nagasakisou.com/","","","","1","nagasakiosou-FREE","1","1","2","2","1","docomo／softbank／au","曳山がはしる宿。<br />唐津神社の秋季大祭「唐津くんち」。<br />勇壮な曳山の臨場感を、目の前で味わえるお宿です。","ＪＲ唐津駅から徒歩10分","1","無料（15台）","2","","100243_1.jpg","100243_2.jpg","100243_3.jpg","その他（自由記述）","ホームページには英語と韓国語を記載しています。","","","","","喫煙可","お子様メニュー／その他（自由記述）","ホームページをご参照ください。（http://nagasakisou.com/menu.php）","1","","2","大浴場","マッサージ／その他（自由記述）","（要予約）","","","","ホームページをご参照ください。（http://nagasakisou.com/stay.php）","","なし","","1","2","2","2","2","国内配送可","information.png","toilets.png","smoking_area.png","hotel.png","parking.png","consent.png","tatami.png","","","","","","","","","","","","","","","","","1","2017/03/30 20:59:50"
"100245","宿泊","","","","","33.259077","130.300033","ビジネスホテル一条","840-0813","佐賀県","佐賀市","唐人","2-6-23","チェックイン16:00、チェックアウト10:00","なし","0952-24-0898","bunryu183470@yahoo.co.jp","","","","","","","1","ichijou","1","2","2","2","1","docomo","繁華街にありながら静かな環境にあり、安眠できるホテルです。<br />アットホームな雰囲気でゆっくりとお寛ぎください。","ＪＲ長崎本線佐賀駅から徒歩８分","1","無料（12台）","1","VISA／Master／JCB","","","","","","","","","","","","","1","","2","","","","","","","シングル3,800円・4,500円、ツイン・ダブル6,200円","シングル／セミダブル／ダブル／和室","なし","","2","2","2","2","2","国内配送可","information.png","toilets.png","hotel.png","parking.png","baggage_delivery_service.png","consent.png","tatami.png","","","","","","","","","","","","","","","","","1","2017/03/30 21:01:27"
"100247","温泉","","","","","33.363585","130.241750","湯泉郷温泉館 湯招花","840-0512","佐賀県","佐賀市","富士町大字上熊川","180-1","10:00～22:00","毎週水曜日（祝日の場合は営業）","0952-64-2683","toshoka@b3.bunbun.ne.jp","","","http://toshoka.net/","http://toshoka.blog.fc2.com/","","","1","saga-FREE","2","2","2","2","2","docomo／softbank／au","富士嘉瀬川清流沿いに佇む熊の川温泉。季節ごとにやさしい自然の風や鳥の声。","長崎自動車道佐賀大和インターチェンジより車で８分<br />昭和バス熊の川温泉入口から徒歩すぐ","1","無料（７０台）","2","","100247_1.jpg","100247_2.jpg","100247_3.jpg","","","","","","","分煙","","","1","","2","大浴場／露天風呂／貸切風呂","マッサージ／サウナ／その他（自由記述）","温泉ハーブス","大人1,200円、こども600円","約２時間","","","","あり","","2","2","2","2","2","","information.png","toilets.png","smoking_area.png","bus_busstop.png","parking.png","hotspring.png","","","","","","","","","","","","","","","","","","1","2017/03/30 21:03:46"
"100248","買い物","グルメ","和食／軽食","生活一般","","33.189176","130.024955","ゆめタウン武雄","843-0022","佐賀県","武雄市","武雄町大字武雄","4992","専門店9:30～21:30（食品売場9:00～21:30）","年中無休","0954-22-3000","","身障者等用駐車場／身障者用トイレ／その他（自由記述）","店舗南側に車椅子用のスロープが２箇所あり、段差が無く店内へ出入りが出来ます。","http://www.izumi.jp/tenpo/takeo.html","","","","1","youme","2","2","1","1","2","その他","ゆめタウン武雄は、株式会社イズミ、ゆめタウンの中で中型店に分類される店舗で、約80の専門店と、直営売り場からなる総合スーパーです。<br />株式会社イズミの地域活性化に貢献出来る店として、地域の賑わいを創出しています。","ＪＲ佐世保線武雄温泉駅から約1.2ｋｍ、徒歩で15分","1","無料駐車場1,100台、身障者駐車場15台","1","VISA／Master／AMEX／JCB","100248_1.jpg","100248_2.jpg","100248_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","cash_service.png","taxi_taxistop.png","parking.png","restaurant.png","pharmacy.png","barber.png","do_not_take_photographs.png","no_uncaged_animals.png","","","","","","","","","","","","","","1","2017/03/30 21:07:39"
"100251","買い物","","","","","33.296834","130.36092","有限会社シーアイエス・サクセス","842-0013","佐賀県","神埼市","神埼町本告牟田","1207-1","9:00～19:00","なし","0952-53-8539","info@cis-success.com","","","info@cis-success.com","","","","1","WiWiWi-Fi-CIS/WiWiWi-fiCIS-5G","1","2","2","2","2","","1984年の創業以来、欧州車をメインとした中古車販売を行っております。BMWやボルボ、VW、MINIを中心に良質車のみを取り揃えております。<br />認証工場も完備しておりますので、アフターサービスも万全です。","■お車でご来店の方：長崎自動車道東背振インターチェンジから車で10分。国道34号線沿い。<br />■電車でご来店の方：ＪＲ長崎本線神埼駅より車で５分。最寄りの駅からお電話いただければ、お迎えに行きます。","1","無料（３台）","1","VISA／Master／AMEX／JCB","100251_1.jpg","100251_2.jpg","100251_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","1","2","2","2","2","","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:11:21"
"100252","グルメ","","居酒屋","","","33.252603","130.305702","焼鳥大成","840-0831","佐賀県","佐賀市","松原","3-3-29","17:00～24:00","火曜日","0952-29-3900","info@yakitoritaisei.com","","","http://www.yakitoritaisei.com","","","","1","wiwiwi-fi-taisei/wiwiwi-fi-taisei-5G","1","2","2","2","2","","焼鳥大成は佐賀神社・松原神社ちかくのお店で、キリン１番絞りプレミアム・ギネス生ビールが飲める佐賀の貴重なお店です。<br />個々の名物、「ハンバーグ」は手づくりのジャポネソースで子供から大人まで大人気です。鳥皮や新鮮で厚い豚バラは焼き加減も最高です。","佐賀神社・松原神社より徒歩３分","2","なし、近隣に有料駐車場あり。","1","VISA／Master／AMEX","100252_1.jpg","100252_2.jpg","100252_3.jpg","","","佐賀牛・佐賀牛串、さくらポーク・豚バラ、有田鶏・とりかわ・ささみなど","25席","あり（２部屋）","3,000円～","喫煙可","","","1","","1","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","restaurant.png","tatami.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:10:56"
"100253","くらし","","","","","33.213954","130.110579","パル美容室","849-2102","佐賀県","杵島郡大町町","大字福母","193-3","9:00～18:00","毎週月曜日、第３日曜日、その他不定休","0952-82-2227","","","","http://www.sashoren.ne.jp/omachi/member.html","","","","1","Paru-Biyo-gx","1","1","2","2","2","","","","1","無料（２～３台）","2","","100253_1.jpg","100253_2.jpg","100253_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:47:21"
"100254","くらし","","その他","その他","","33.276339","129.868528","ディー・ツー","848-0031","佐賀県","伊万里市","二里町八谷搦","1276","10:00～22:45","不定休","0955-22-3288","","スロープあり／身障者等用駐車場／身障者用トイレ","","http://www.p-world.co.jp/saga/d2.htm","","","","1","","1","2","2","2","1","docomo／softbank／au／その他","伊万里市内のパチンコ店です。４円、１円パチンコ、20円スロットが揃っています。<br />休憩コーナーには約3,000冊の漫画本、店内のレストラン「nana cafe」では、美味しい食事、丁寧に１杯ずつ豆から挽いたコーヒー、女性トイレにはパウダーブースを完備して、遊技をされなくても楽しめるスペースとなっています。<br />ぜひ一度のぞいてみてください。ご来店お待ちしております。","伊万里駅より車で３分。いまりんバス「伊万里ショッピングセンター前」停留所すぐそば","1","立体駐車場完備（約600台）","2","","","","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","1","","toilets.png","parking.png","restaurant.png","coffee_shop.png","consent.png","","","","","","","","","","","","","","","","","","","1","2017/03/28 21:46:28"
"100255","グルメ","","ラーメン","","","33.258131","130.302877","成竜軒","840-0811","佐賀県","佐賀市","大財","1-6-31","20:00～4:00","日曜日","0952-24-4520","","","","","","","","1","wiwiwi-fi-seiryuken","1","2","2","2","2","","成竜軒大財店は繁華街にある佐賀ラーメンのお店です。<br />夜中まで開いてるお店として貴重なところ。 カウンターに８席くらいと４人掛けテーブル２つ。<br />ラーメンのほか、ちゃんぽん、焼き飯、焼きそば、野菜炒め、餃子などやおつまみメニューもご用意しています。","ＪＲ長崎本線佐賀駅南口出口から徒歩約13分","2","","2","","100255_1.jpg","100255_2.jpg","","","","佐賀ラーメン、ちゃんぽん、餃子","15席","","～999円程度","喫煙可","","","2","","2","","","","","","","","","","","2","2","2","2","2","","smoking_area.png","restaurant.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:13:24"
"100256","観光","","","","","33.320786","130.259431","体験施設「ふれあいの郷 森の家」","840-0214","佐賀県","佐賀市","大和町大字川上","1955-1","9:00～18:00","毎週火曜日（祭日の場合は営業）","0952-62-1226","nishiyamada-nouen@iaa.itkeeper.ne.jp","身障者用トイレ","","http://www.nishiyamada-farm.jp/","","","","1","NISLNOU－FreeWiFi","1","2","2","2","2","","自然に囲まれて農業体験もできる川上峡そばの観光農園です。<br />そば打ち体験やジャム作り体験、ブルーベリー狩りや巨砲狩りみかん狩りなどの果物狩りや芋ほり体験などの農業体験等も楽しんでいただけます。","長崎自動車道佐賀大和インターチェンジより車で約５分","1","無料（15台）","2","","100256_1.jpg","100256_2.jpg","100256_3.jpg","その他（自由記述）","ポップは英語記載あり、多言語コールセンターへ。","","","","","","","","2","","2","","","","","そば打ち体験約１時間、果物狩り約30分","そば打ち体験１人2,000円～、果物狩り600円～","","","","","2","2","2","2","2","国内配送可","toilets.png","accessible_facility.png","parking.png","baggage_delivery_service.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:19:11"
"100257","グルメ","","ラーメン","","","33.235995","130.065079","佐賀ラーメン喰道楽 北方本店","849-2204","佐賀県","武雄市","北方町大字大崎","2492-3","10:30～24:00","年中無休","0954-36-2858","","スロープあり","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","ＪＲ佐世保線北方駅から車で５分","1","80台（西九州ゴルフガーデン駐車場含）","2","","100257_1.jpg","100257_2.jpg","100257_3.jpg","","","佐賀ラーメン","70席","あり（10部屋）","","喫煙可","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:20:48"
"100258","グルメ","","ラーメン","","","33.195583","130.030736","佐賀ラーメン喰道楽 武雄店","843-0023","佐賀県","武雄市","武雄町大字昭和","794","10:30～24:00","年中無休","0954-22-6539","","","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","ＪＲ佐世保線武雄温泉駅から徒歩10分","1","無料（32台）","2","","100258_1.jpg","100258_2.jpg","100258_3.jpg","","","佐賀ラーメン","66席","","","喫煙可","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:23:36"
"100259","グルメ","","ラーメン","","","33.213187","130.123578","佐賀ラーメン喰道楽 大町店","849-2101","佐賀県","杵島郡大町町","大字大町","898-2","10:30～24:00","年中無休","0952-82-5720","","スロープあり","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","ＪＲ佐世保線大町駅から車で２分","1","無料（54台）","2","","100259_1.jpg","100259_2.jpg","100259_3.jpg","","","佐賀ラーメン","70席","あり（４部屋）","","喫煙可","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:26:12"
"100260","グルメ","","ラーメン","","","33.240317","130.281718","佐賀ラーメン喰道楽 佐賀南部バイパス店","840-0027","佐賀県","佐賀市","本庄町大字本庄","1125-5","10:30～24:00","年中無休","0952-22-6424","","","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","","1","無料（23台）","2","","100260_1.jpg","100260_2.jpg","100260_3.jpg","","","佐賀ラーメン","84席","あり（17部屋）","","分煙","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:28:50"
"100261","グルメ","","ラーメン","","","33.282031","130.211110","佐賀ラーメン喰道楽 三日月店","845-0021","佐賀県","小城市","三日月町長神田","762-1","10:30～24:00","年中無休","0952-73-5331","","","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","","1","無料（39台）","2","","100261_1.jpg","100261_2.jpg","100261_3.jpg","","","佐賀ラーメン","78席","あり（７部屋）","","分煙","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:29:52"
"100262","グルメ","","ラーメン","","","33.295518","130.358986","佐賀ラーメン喰道楽 神埼店","842-0013","佐賀県","神埼市","神埼町本告牟田","1269-3","10:30～24:00","年中無休","0952-53-7131","","スロープあり","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","","1","無料（26台）","2","","100262_1.jpg","100262_2.jpg","100262_3.jpg","","","佐賀ラーメン","55席","","","分煙","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","accessible_slope.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:30:43"
"100263","グルメ","","ラーメン","","","33.348896","130.459206","佐賀ラーメン喰道楽 鳥栖店","841-0075","佐賀県","鳥栖市","立石町","12-107","10:30～24:00","年中無休","0942-83-3691","","","","http://sagaramenkuidouraku.web.fc2.com/index.html","","","","1","USEN_SPOT_free_s","1","1","1","2","2","docomo／softbank／au","昭和48年創業。県内に７店舗の直営店があります。<br />厳選した豚骨を３日間強火で炊き出し、骨髄の旨みを極限まで引き出した濃厚な豚骨スープに、新鮮な魚介類と数種の香味野菜を加えた秘伝のタレが味の決め手の豚骨ラーメンを提供しています。<br />その他、野菜たっぷりのちゃんぽんや、カツ丼・チャーハン・お酒のおつまみなどのサイドメニューも充実しています。<br />お１人様から団体のお客様まで幅広くご利用いただけます。","","1","無料（57台）","2","","100263_1.jpg","100263_2.jpg","100263_3.jpg","","","佐賀ラーメン","78席","あり（８部屋）","","分煙","その他（自由記述）","お子様ランチ","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","smoking_area.png","parking.png","restaurant.png","","","","","","","","","","","","","","","","","","","","1","2017/03/30 21:31:38"
"100264","くらし","","","医療・健康・介護","","33.322261","130.318862","特別養護老人ホーム 桂寿苑","849-0901","佐賀県","佐賀市","久保泉町大字川久保","1986-1","8:30～17:30（相談窓口）","年中無休","0952-98-3521","info@ryoyuukai.jp","段差なし／身障者用トイレ／その他（自由記述）","玄関からすべてフラットなバリアフリー","http://www.ryoyuukai.jp","","","","1","keijuen","2","1","2","1","1","docomo／softbank／au","当施設は、佐賀市北部郊外の豊かな自然に囲まれた短期入所施設（ショートスティ）、通所介護施設（デイサービスセンター）を併設する特別養護老人ホームです。<br />広い苑内にはたくさんの桜の木が植えてあり、２月から４月にかけて次々に花を咲かせ、利用者の目を楽しませてくれます。<br />介護に関する専門スタッフが常駐し、ご利用者、ご家族の皆様が安心できる生活の支援を心がけております。お気軽に声をおかけください。","佐賀市営バス「運転免許センター」バス停から徒歩５分","1","無料（10台）","2","","100264_1.jpg","100264_2.jpg","100264_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","information.png","toilets.png","accessible_facility.png","accessible_slope.png","bus_busstop.png","parking.png","","","","","","","","","","","","","","","","","","1","2017/03/30 21:34:31"
